Date,Timestamp ,Value
18-May,20200518480,25363
18-May,20200518479,25344
18-May,20200518478,25347
18-May,20200518477,25356
18-May,20200518476,25342
18-May,20200518475,25339
18-May,20200518474,25355
18-May,20200518473,25369
18-May,20200518472,25364
18-May,20200518471,25375
18-May,20200518470,25379
18-May,20200518469,25380
18-May,20200518468,25384
18-May,20200518467,25382
18-May,20200518466,25372
18-May,20200518465,25373
18-May,20200518464,25360
18-May,20200518463,25361
18-May,20200518462,25355
18-May,20200518461,25342
18-May,20200518460,25341
18-May,20200518459,25329
18-May,20200518458,25348
18-May,20200518457,25349
18-May,20200518456,25354
18-May,20200518455,25356
18-May,20200518454,25368
18-May,20200518453,25365
18-May,20200518452,25361
18-May,20200518451,25340
19-May,20200519480,25819
19-May,20200519479,25806
19-May,20200519478,25819
19-May,20200519477,25810
19-May,20200519476,25811
19-May,20200519475,25819
19-May,20200519474,25808
19-May,20200519473,25805
19-May,20200519472,25816
19-May,20200519471,25807
19-May,20200519470,25796
19-May,20200519469,25807
19-May,20200519468,25806
19-May,20200519467,25800
19-May,20200519466,25798
19-May,20200519465,25790
19-May,20200519464,25780
19-May,20200519463,25775
19-May,20200519462,25778
19-May,20200519461,25760
19-May,20200519460,25753
19-May,20200519459,25757
19-May,20200519458,25761
19-May,20200519457,25762
19-May,20200519456,25770
19-May,20200519455,25773
19-May,20200519454,25775
19-May,20200519453,25774
19-May,20200519452,25760
19-May,20200519451,25779
19-May,20200519450,25788
19-May,20200519449,25782
19-May,20200519448,25767
19-May,20200519447,25767
19-May,20200519446,25776
19-May,20200519445,25773
19-May,20200519444,25761
19-May,20200519443,25757
19-May,20200519442,25750
19-May,20200519441,25758
19-May,20200519440,25742
19-May,20200519439,25745
19-May,20200519438,25725
19-May,20200519437,25736
19-May,20200519436,25749
19-May,20200519435,25740
19-May,20200519434,25734
19-May,20200519433,25727
19-May,20200519432,25744
19-May,20200519431,25735
19-May,20200519430,25730
19-May,20200519429,25744
19-May,20200519428,25747
19-May,20200519427,25733
19-May,20200519426,25711
19-May,20200519425,25705
19-May,20200519424,25714
19-May,20200519423,25717
19-May,20200519422,25715
19-May,20200519421,25701
19-May,20200519420,25716
19-May,20200519419,25710
19-May,20200519418,25722
19-May,20200519417,25723
19-May,20200519416,25717
19-May,20200519415,25729
19-May,20200519414,25732
19-May,20200519413,25721
19-May,20200519412,25703
19-May,20200519411,25703
19-May,20200519410,25699
19-May,20200519409,25695
19-May,20200519408,25690
19-May,20200519407,25675
19-May,20200519406,25682
19-May,20200519405,25676
19-May,20200519404,25685
19-May,20200519403,25695
19-May,20200519402,25693
19-May,20200519401,25706
19-May,20200519400,25706
19-May,20200519399,25701
19-May,20200519398,25694
19-May,20200519397,25698
19-May,20200519396,25715
19-May,20200519395,25718
19-May,20200519394,25714
19-May,20200519393,25709
19-May,20200519392,25720
19-May,20200519391,25714
19-May,20200519390,25714
19-May,20200519389,25700
19-May,20200519388,25693
19-May,20200519387,25698
19-May,20200519386,25692
19-May,20200519385,25695
19-May,20200519384,25694
19-May,20200519383,25687
19-May,20200519382,25687
19-May,20200519381,25680
19-May,20200519380,25686
19-May,20200519379,25683
19-May,20200519378,25684
19-May,20200519377,25674
19-May,20200519376,25682
19-May,20200519375,25685
19-May,20200519374,25697
19-May,20200519373,25692
19-May,20200519372,25697
19-May,20200519371,25696
19-May,20200519370,25691
19-May,20200519369,25694
19-May,20200519368,25692
19-May,20200519367,25700
19-May,20200519366,25694
19-May,20200519365,25696
19-May,20200519364,25703
19-May,20200519363,25713
19-May,20200519362,25719
19-May,20200519361,25715
19-May,20200519360,25707
19-May,20200519359,25713
19-May,20200519358,25718
19-May,20200519357,25719
19-May,20200519356,25712
19-May,20200519355,25721
19-May,20200519354,25720
19-May,20200519353,25710
19-May,20200519352,25713
19-May,20200519351,25702
19-May,20200519350,25714
19-May,20200519349,25712
19-May,20200519348,25712
19-May,20200519347,25700
19-May,20200519346,25694
19-May,20200519345,25697
19-May,20200519344,25698
19-May,20200519343,25697
19-May,20200519342,25687
19-May,20200519341,25688
19-May,20200519340,25694
19-May,20200519339,25685
19-May,20200519338,25697
19-May,20200519337,25680
19-May,20200519336,25672
19-May,20200519335,25670
19-May,20200519334,25662
19-May,20200519333,25650
19-May,20200519332,25656
19-May,20200519331,25660
19-May,20200519330,25654
19-May,20200519329,25666
19-May,20200519328,25678
19-May,20200519327,25664
19-May,20200519326,25671
19-May,20200519325,25662
19-May,20200519324,25676
19-May,20200519323,25675
19-May,20200519322,25674
19-May,20200519321,25683
19-May,20200519320,25675
19-May,20200519319,25672
19-May,20200519318,25650
19-May,20200519317,25640
19-May,20200519316,25639
19-May,20200519315,25638
19-May,20200519314,25620
19-May,20200519313,25627
19-May,20200519312,25626
19-May,20200519311,25628
19-May,20200519310,25627
19-May,20200519309,25639
19-May,20200519308,25640
19-May,20200519307,25622
19-May,20200519306,25620
19-May,20200519305,25625
19-May,20200519304,25625
19-May,20200519303,25620
19-May,20200519302,25606
19-May,20200519301,25605
19-May,20200519300,25615
19-May,20200519299,25613
19-May,20200519298,25612
19-May,20200519297,25614
19-May,20200519296,25609
19-May,20200519295,25601
19-May,20200519294,25581
19-May,20200519293,25580
19-May,20200519292,25570
19-May,20200519291,25573
19-May,20200519290,25588
19-May,20200519289,25593
19-May,20200519288,25579
19-May,20200519287,25577
19-May,20200519286,25571
19-May,20200519285,25564
19-May,20200519284,25561
19-May,20200519283,25562
19-May,20200519282,25564
19-May,20200519281,25573
19-May,20200519280,25577
19-May,20200519279,25574
19-May,20200519278,25579
19-May,20200519277,25580
19-May,20200519276,25570
19-May,20200519275,25561
19-May,20200519274,25560
19-May,20200519273,25565
19-May,20200519272,25568
19-May,20200519271,25574
19-May,20200519270,25567
19-May,20200519269,25564
19-May,20200519268,25542
19-May,20200519267,25543
19-May,20200519266,25548
19-May,20200519265,25532
19-May,20200519264,25545
19-May,20200519263,25559
19-May,20200519262,25554
19-May,20200519261,25551
19-May,20200519260,25541
19-May,20200519259,25543
19-May,20200519258,25546
19-May,20200519257,25543
19-May,20200519256,25544
19-May,20200519255,25549
19-May,20200519254,25545
19-May,20200519253,25542
19-May,20200519252,25543
19-May,20200519251,25556
19-May,20200519250,25569
19-May,20200519249,25553
19-May,20200519248,25546
19-May,20200519247,25569
19-May,20200519246,25569
19-May,20200519245,25565
19-May,20200519244,25568
19-May,20200519243,25552
19-May,20200519242,25567
19-May,20200519241,25563
19-May,20200519240,25554
19-May,20200519239,25535
19-May,20200519238,25531
19-May,20200519237,25537
19-May,20200519236,25529
19-May,20200519235,25542
19-May,20200519234,25538
19-May,20200519233,25534
19-May,20200519232,25520
19-May,20200519231,25521
19-May,20200519230,25533
19-May,20200519229,25531
19-May,20200519228,25516
19-May,20200519227,25516
19-May,20200519226,25508
19-May,20200519225,25516
19-May,20200519224,25503
19-May,20200519223,25515
19-May,20200519222,25503
19-May,20200519221,25492
19-May,20200519220,25491
19-May,20200519219,25491
19-May,20200519218,25482
19-May,20200519217,25478
19-May,20200519216,25478
19-May,20200519215,25472
19-May,20200519214,25464
19-May,20200519213,25450
19-May,20200519212,25457
19-May,20200519211,25461
19-May,20200519210,25462
19-May,20200519209,25463
19-May,20200519208,25464
19-May,20200519207,25470
19-May,20200519206,25464
19-May,20200519205,25479
19-May,20200519204,25472
19-May,20200519203,25463
19-May,20200519202,25450
19-May,20200519201,25453
19-May,20200519200,25459
19-May,20200519199,25454
19-May,20200519198,25462
19-May,20200519197,25440
19-May,20200519196,25432
19-May,20200519195,25448
19-May,20200519194,25443
19-May,20200519193,25457
19-May,20200519192,25455
19-May,20200519191,25440
19-May,20200519190,25438
19-May,20200519189,25435
19-May,20200519188,25458
19-May,20200519187,25453
19-May,20200519186,25475
19-May,20200519185,25477
19-May,20200519184,25467
19-May,20200519183,25472
19-May,20200519182,25479
19-May,20200519181,25476
19-May,20200519180,25473
19-May,20200519179,25487
19-May,20200519178,25491
19-May,20200519177,25497
19-May,20200519176,25471
19-May,20200519175,25469
19-May,20200519174,25478
19-May,20200519173,25473
19-May,20200519172,25467
19-May,20200519171,25460
19-May,20200519170,25443
19-May,20200519169,25434
19-May,20200519168,25428
19-May,20200519167,25428
19-May,20200519166,25423
19-May,20200519165,25411
19-May,20200519164,25414
19-May,20200519163,25409
19-May,20200519162,25400
19-May,20200519161,25394
19-May,20200519160,25384
19-May,20200519159,25377
19-May,20200519158,25364
19-May,20200519157,25365
19-May,20200519156,25353
19-May,20200519155,25364
19-May,20200519154,25388
19-May,20200519153,25408
19-May,20200519152,25416
19-May,20200519151,25415
19-May,20200519150,25428
19-May,20200519149,25415
19-May,20200519148,25410
19-May,20200519147,25402
19-May,20200519146,25399
19-May,20200519145,25409
19-May,20200519144,25415
19-May,20200519143,25390
19-May,20200519142,25385
19-May,20200519141,25379
19-May,20200519140,25370
19-May,20200519139,25379
19-May,20200519138,25386
19-May,20200519137,25376
19-May,20200519136,25372
19-May,20200519135,25374
19-May,20200519134,25369
19-May,20200519133,25362
19-May,20200519132,25363
19-May,20200519131,25359
19-May,20200519130,25355
19-May,20200519129,25356
19-May,20200519128,25340
19-May,20200519127,25350
19-May,20200519126,25348
19-May,20200519125,25341
19-May,20200519124,25349
19-May,20200519123,25347
19-May,20200519122,25339
19-May,20200519121,25359
19-May,20200519120,25367
19-May,20200519119,25365
19-May,20200519118,25378
19-May,20200519117,25380
19-May,20200519116,25384
19-May,20200519115,25382
19-May,20200519114,25367
19-May,20200519113,25374
19-May,20200519112,25376
19-May,20200519111,25373
19-May,20200519110,25368
19-May,20200519109,25350
19-May,20200519108,25351
19-May,20200519107,25350
19-May,20200519106,25340
19-May,20200519105,25330
19-May,20200519104,25322
19-May,20200519103,25323
19-May,20200519102,25325
19-May,20200519101,25334
19-May,20200519100,25358
19-May,20200519099,25367
19-May,20200519098,25366
19-May,20200519097,25369
19-May,20200519096,25361
19-May,20200519095,25362
19-May,20200519094,25361
19-May,20200519093,25378
19-May,20200519092,25374
19-May,20200519091,25363
19-May,20200519090,25360
19-May,20200519089,25361
19-May,20200519088,25362
19-May,20200519087,25359
19-May,20200519086,25365
19-May,20200519085,25366
19-May,20200519084,25371
19-May,20200519083,25370
19-May,20200519082,25378
19-May,20200519081,25379
19-May,20200519080,25369
19-May,20200519079,25376
19-May,20200519078,25388
19-May,20200519077,25393
19-May,20200519076,25398
19-May,20200519075,25390
19-May,20200519074,25399
19-May,20200519073,25398
19-May,20200519072,25393
19-May,20200519071,25397
19-May,20200519070,25373
19-May,20200519069,25378
19-May,20200519068,25385
19-May,20200519067,25391
19-May,20200519066,25387
19-May,20200519065,25394
19-May,20200519064,25419
19-May,20200519063,25412
19-May,20200519062,25401
19-May,20200519061,25397
19-May,20200519060,25392
19-May,20200519059,25399
19-May,20200519058,25383
19-May,20200519057,25381
19-May,20200519056,25372
19-May,20200519055,25370
19-May,20200519054,25369
19-May,20200519053,25362
19-May,20200519052,25357
19-May,20200519051,25343
19-May,20200519050,25330
19-May,20200519049,25325
19-May,20200519048,25336
19-May,20200519047,25325
19-May,20200519046,25328
19-May,20200519045,25328
19-May,20200519044,25335
19-May,20200519043,25339
19-May,20200519042,25332
19-May,20200519041,25332
19-May,20200519040,25313
19-May,20200519039,25320
19-May,20200519038,25315
19-May,20200519037,25309
19-May,20200519036,25315
19-May,20200519035,25310
19-May,20200519034,25316
19-May,20200519033,25323
19-May,20200519032,25326
19-May,20200519031,25331
19-May,20200519030,25345
19-May,20200519029,25336
19-May,20200519028,25322
19-May,20200519027,25310
19-May,20200519026,25306
19-May,20200519025,25321
19-May,20200519024,25323
19-May,20200519023,25314
19-May,20200519022,25325
19-May,20200519021,25301
19-May,20200519020,25290
19-May,20200519019,25305
19-May,20200519018,25310
19-May,20200519017,25302
19-May,20200519016,25306
19-May,20200519015,25307
19-May,20200519014,25307
19-May,20200519013,25312
19-May,20200519012,25319
19-May,20200519011,25310
19-May,20200519010,25329
19-May,20200519009,25326
19-May,20200519008,25328
19-May,20200519007,25332
19-May,20200519006,25343
19-May,20200519005,25325
19-May,20200519004,25339
19-May,20200519003,25342
19-May,20200519002,25344
19-May,20200519001,25346
20-May,20200520480,26092
20-May,20200520479,26092
20-May,20200520478,26107
20-May,20200520477,26111
20-May,20200520476,26111
20-May,20200520475,26107
20-May,20200520474,26109
20-May,20200520473,26119
20-May,20200520472,26128
20-May,20200520471,26121
20-May,20200520470,26124
20-May,20200520469,26105
20-May,20200520468,26100
20-May,20200520467,26109
20-May,20200520466,26093
20-May,20200520465,26083
20-May,20200520464,26077
20-May,20200520463,26079
20-May,20200520462,26086
20-May,20200520461,26091
20-May,20200520460,26073
20-May,20200520459,26076
20-May,20200520458,26074
20-May,20200520457,26077
20-May,20200520456,26070
20-May,20200520455,26077
20-May,20200520454,26065
20-May,20200520453,26069
20-May,20200520452,26071
20-May,20200520451,26065
20-May,20200520450,26068
20-May,20200520449,26064
20-May,20200520448,26070
20-May,20200520447,26050
20-May,20200520446,26054
20-May,20200520445,26067
20-May,20200520444,26073
20-May,20200520443,26080
20-May,20200520442,26085
20-May,20200520441,26087
20-May,20200520440,26088
20-May,20200520439,26081
20-May,20200520438,26073
20-May,20200520437,26078
20-May,20200520436,26074
20-May,20200520435,26062
20-May,20200520434,26066
20-May,20200520433,26068
20-May,20200520432,26073
20-May,20200520431,26072
20-May,20200520430,26068
20-May,20200520429,26055
20-May,20200520428,26033
20-May,20200520427,26035
20-May,20200520426,26020
20-May,20200520425,26036
20-May,20200520424,26025
20-May,20200520423,26022
20-May,20200520422,26029
20-May,20200520421,26038
20-May,20200520420,26042
20-May,20200520419,26025
20-May,20200520418,26025
20-May,20200520417,26012
20-May,20200520416,26001
20-May,20200520415,25995
20-May,20200520414,25996
20-May,20200520413,26019
20-May,20200520412,26016
20-May,20200520411,26006
20-May,20200520410,26000
20-May,20200520409,25983
20-May,20200520408,25975
20-May,20200520407,25972
20-May,20200520406,25972
20-May,20200520405,25970
20-May,20200520404,25973
20-May,20200520403,25977
20-May,20200520402,25972
20-May,20200520401,25970
20-May,20200520400,25972
20-May,20200520399,25987
20-May,20200520398,25976
20-May,20200520397,25970
20-May,20200520396,25964
20-May,20200520395,25965
20-May,20200520394,25963
20-May,20200520393,25963
20-May,20200520392,25953
20-May,20200520391,25948
20-May,20200520390,25948
20-May,20200520389,25952
20-May,20200520388,25960
20-May,20200520387,25959
20-May,20200520386,25949
20-May,20200520385,25950
20-May,20200520384,25946
20-May,20200520383,25945
20-May,20200520382,25939
20-May,20200520381,25935
20-May,20200520380,25928
20-May,20200520379,25929
20-May,20200520378,25942
20-May,20200520377,25947
20-May,20200520376,25947
20-May,20200520375,25945
20-May,20200520374,25952
20-May,20200520373,25967
20-May,20200520372,25972
20-May,20200520371,25964
20-May,20200520370,25946
20-May,20200520369,25956
20-May,20200520368,25967
20-May,20200520367,25987
20-May,20200520366,25977
20-May,20200520365,25976
20-May,20200520364,25978
20-May,20200520363,25975
20-May,20200520362,25964
20-May,20200520361,25956
20-May,20200520360,25945
20-May,20200520359,25948
20-May,20200520358,25944
20-May,20200520357,25932
20-May,20200520356,25946
20-May,20200520355,25931
20-May,20200520354,25920
20-May,20200520353,25912
20-May,20200520352,25916
20-May,20200520351,25913
20-May,20200520350,25918
20-May,20200520349,25911
20-May,20200520348,25914
20-May,20200520347,25928
20-May,20200520346,25926
20-May,20200520345,25939
20-May,20200520344,25926
20-May,20200520343,25938
20-May,20200520342,25934
20-May,20200520341,25924
20-May,20200520340,25921
20-May,20200520339,25919
20-May,20200520338,25923
20-May,20200520337,25918
20-May,20200520336,25924
20-May,20200520335,25922
20-May,20200520334,25922
20-May,20200520333,25919
20-May,20200520332,25920
20-May,20200520331,25917
20-May,20200520330,25917
20-May,20200520329,25929
20-May,20200520328,25928
20-May,20200520327,25922
20-May,20200520326,25912
20-May,20200520325,25925
20-May,20200520324,25929
20-May,20200520323,25946
20-May,20200520322,25959
20-May,20200520321,25966
20-May,20200520320,25962
20-May,20200520319,25965
20-May,20200520318,25950
20-May,20200520317,25942
20-May,20200520316,25946
20-May,20200520315,25940
20-May,20200520314,25945
20-May,20200520313,25947
20-May,20200520312,25947
20-May,20200520311,25936
20-May,20200520310,25929
20-May,20200520309,25922
20-May,20200520308,25919
20-May,20200520307,25908
20-May,20200520306,25905
20-May,20200520305,25891
20-May,20200520304,25880
20-May,20200520303,25888
20-May,20200520302,25895
20-May,20200520301,25903
20-May,20200520300,25883
20-May,20200520299,25882
20-May,20200520298,25866
20-May,20200520297,25852
20-May,20200520296,25859
20-May,20200520295,25845
20-May,20200520294,25853
20-May,20200520293,25844
20-May,20200520292,25836
20-May,20200520291,25826
20-May,20200520290,25815
20-May,20200520289,25821
20-May,20200520288,25817
20-May,20200520287,25811
20-May,20200520286,25811
20-May,20200520285,25818
20-May,20200520284,25817
20-May,20200520283,25817
20-May,20200520282,25813
20-May,20200520281,25824
20-May,20200520280,25828
20-May,20200520279,25823
20-May,20200520278,25849
20-May,20200520277,25852
20-May,20200520276,25857
20-May,20200520275,25866
20-May,20200520274,25865
20-May,20200520273,25855
20-May,20200520272,25851
20-May,20200520271,25840
20-May,20200520270,25843
20-May,20200520269,25841
20-May,20200520268,25856
20-May,20200520267,25864
20-May,20200520266,25860
20-May,20200520265,25868
20-May,20200520264,25863
20-May,20200520263,25870
20-May,20200520262,25867
20-May,20200520261,25875
20-May,20200520260,25864
20-May,20200520259,25866
20-May,20200520258,25867
20-May,20200520257,25866
20-May,20200520256,25849
20-May,20200520255,25856
20-May,20200520254,25863
20-May,20200520253,25860
20-May,20200520252,25853
20-May,20200520251,25857
20-May,20200520250,25851
20-May,20200520249,25849
20-May,20200520248,25853
20-May,20200520247,25851
20-May,20200520246,25841
20-May,20200520245,25845
20-May,20200520244,25831
20-May,20200520243,25821
20-May,20200520242,25828
20-May,20200520241,25836
20-May,20200520240,25834
20-May,20200520239,25838
20-May,20200520238,25832
20-May,20200520237,25829
20-May,20200520236,25826
20-May,20200520235,25827
20-May,20200520234,25810
20-May,20200520233,25810
20-May,20200520232,25796
20-May,20200520231,25798
20-May,20200520230,25791
20-May,20200520229,25804
20-May,20200520228,25807
20-May,20200520227,25818
20-May,20200520226,25817
20-May,20200520225,25821
20-May,20200520224,25820
20-May,20200520223,25810
20-May,20200520222,25811
20-May,20200520221,25810
20-May,20200520220,25800
20-May,20200520219,25795
20-May,20200520218,25804
20-May,20200520217,25818
20-May,20200520216,25823
20-May,20200520215,25842
20-May,20200520214,25828
20-May,20200520213,25842
20-May,20200520212,25849
20-May,20200520211,25855
20-May,20200520210,25841
20-May,20200520209,25821
20-May,20200520208,25831
20-May,20200520207,25825
20-May,20200520206,25828
20-May,20200520205,25821
20-May,20200520204,25807
20-May,20200520203,25796
20-May,20200520202,25790
20-May,20200520201,25781
20-May,20200520200,25793
20-May,20200520199,25784
20-May,20200520198,25771
20-May,20200520197,25786
20-May,20200520196,25790
20-May,20200520195,25791
20-May,20200520194,25787
20-May,20200520193,25777
20-May,20200520192,25789
20-May,20200520191,25789
20-May,20200520190,25791
20-May,20200520189,25786
20-May,20200520188,25783
20-May,20200520187,25795
20-May,20200520186,25781
20-May,20200520185,25780
20-May,20200520184,25777
20-May,20200520183,25772
20-May,20200520182,25761
20-May,20200520181,25768
20-May,20200520180,25779
20-May,20200520179,25774
20-May,20200520178,25769
20-May,20200520177,25758
20-May,20200520176,25763
20-May,20200520175,25756
20-May,20200520174,25744
20-May,20200520173,25751
20-May,20200520172,25752
20-May,20200520171,25757
20-May,20200520170,25758
20-May,20200520169,25753
20-May,20200520168,25754
20-May,20200520167,25757
20-May,20200520166,25750
20-May,20200520165,25744
20-May,20200520164,25739
20-May,20200520163,25744
20-May,20200520162,25741
20-May,20200520161,25746
20-May,20200520160,25745
20-May,20200520159,25748
20-May,20200520158,25755
20-May,20200520157,25752
20-May,20200520156,25747
20-May,20200520155,25744
20-May,20200520154,25749
20-May,20200520153,25741
20-May,20200520152,25730
20-May,20200520151,25721
20-May,20200520150,25725
20-May,20200520149,25712
20-May,20200520148,25718
20-May,20200520147,25719
20-May,20200520146,25723
20-May,20200520145,25711
20-May,20200520144,25715
20-May,20200520143,25704
20-May,20200520142,25717
20-May,20200520141,25720
20-May,20200520140,25715
20-May,20200520139,25720
